gene_name	exons_length	exons_GC_content	No_of_exons
C11orf42	1143	0.597550306212	3
C11orf45	3867	0.508921644686	6
C11orf46	1770	0.392655367232	4
C11orf48	1320	0.541666666667	7
C11orf49	3922	0.567567567568	12
C11orf51	882	0.549886621315	6
C11orf52	1140	0.525438596491	4
C11orf53	1051	0.550903901047	4
C11orf54	2390	0.369456066946	8
C11orf57	6539	0.415354029668	8
C11orf58	3980	0.384422110553	5
C11orf61	2225	0.48	4
C11orf63	3615	0.459751037344	10
C11orf65	1033	0.393998063892	9
C11orf67	504	0.513888888889	4
C11orf68	2962	0.615124915598	3
C11orf70	2437	0.38079606073	8
C11orf71	647	0.500772797527	2
C11orf73	1347	0.420193021529	7
C11orf74	820	0.391463414634	6
C11orf75	975	0.526153846154	3
C11orf80	2323	0.551442100732	17
C11orf82	3563	0.392085321358	6
C11orf83	1950	0.551282051282	2
C11orf84	1961	0.636409994901	6
C11orf85	835	0.471856287425	10
C11orf86	1185	0.613502109705	2
C11orf87	5937	0.414519117399	2
C11orf88	795	0.451572327044	7
C11orf9	6157	0.606139353581	30
C11orf91	903	0.614617940199	2
C11orf92	5499	0.462447717767	2
C11orf93	1414	0.576379066478	5
C11orf94	368	0.622282608696	3
C11orf95	5582	0.619312074525	5
C11orf96	1328	0.691265060241	1
C12orf10	1215	0.59670781893	7
C12orf12	2962	0.486833220797	1
C12orf23	3369	0.384980706441	4
C12orf26	2094	0.410697230181	12
C12orf29	2874	0.337508698678	7
C12orf32	2096	0.468511450382	4
C12orf33	2210	0.504977375566	3
C12orf34	3140	0.647770700637	3
C12orf35	6232	0.37836970475	6
C12orf36	3202	0.423173016864	3
C12orf37	1406	0.416073968706	5
C12orf39	583	0.463121783877	6
C12orf4	3819	0.387797852841	14
C12orf40	2793	0.34693877551	13
C12orf42	1529	0.545454545455	7
C12orf43	1920	0.540104166667	6
C12orf44	1535	0.601954397394	5
C12orf45	622	0.467845659164	4
C12orf47	2285	0.569803063457	2
C12orf49	2775	0.49009009009	5
C12orf5	8225	0.411306990881	6
C12orf50	1705	0.388856304985	13
C12orf51	15450	0.528025889968	76
C12orf52	1775	0.600563380282	4
C12orf53	4524	0.616710875332	8
C12orf54	889	0.483689538808	9
C12orf56	2069	0.421942967617	13
C12orf57	543	0.593001841621	3
C12orf59	2789	0.448189315167	4
C12orf60	1126	0.38809946714	2
C12orf61	1684	0.556413301663	1
C12orf65	2287	0.510712724093	5
C12orf66	2600	0.450769230769	3
C12orf68	2344	0.602815699659	1
C12orf69	2104	0.377376425856	2
C12orf70	1272	0.440251572327	9
C12orf71	966	0.468944099379	2
C12orf73	1693	0.42941523922	3
C12orf74	3937	0.464566929134	4
C12orf75	1366	0.454612005857	6
C12orf76	1946	0.445529290853	5
C12orf77	1509	0.453280318091	4
C13orf15	1108	0.562274368231	5
C13orf33	2390	0.509623430962	5
C13orf35	2241	0.478357875948	3
C14orf1	1540	0.512987012987	5
C14orf101	4263	0.424818203143	16
C14orf102	4010	0.511471321696	14
C14orf105	2512	0.41122611465	6
C14orf109	2186	0.464318389753	4
C14orf118	2515	0.466799204771	11
C14orf119	2945	0.458404074703	2
C14orf126	2680	0.387686567164	3
C14orf129	2067	0.358974358974	3
C14orf132	7583	0.518923908743	2
C14orf133	3709	0.511728228633	23
C14orf135	3932	0.416581892167	10
C14orf142	1176	0.409013605442	2
C14orf149	1381	0.510499637944	5
C14orf159	4090	0.556968215159	20
C14orf162	1388	0.489193083573	1
C14orf165	929	0.448869752422	3
C14orf166	1051	0.449096098953	8
C14orf166B	1734	0.511534025375	14
C14orf167	4109	0.49939157946	6
C14orf169	2462	0.585702680747	1
C14orf176	1526	0.531454783748	8
C14orf177	1289	0.486423584174	4
C14orf178	646	0.532507739938	3
C14orf180	1847	0.651867893882	5
C14orf182	2686	0.482874162323	4
C14orf183	975	0.545641025641	5
C14orf2	921	0.480998914224	5
C14orf21	2047	0.579872984856	10
C14orf23	3730	0.42091152815	5
C14orf28	2906	0.363041982106	5
C14orf37	3082	0.461064243997	8
C14orf38	2610	0.374329501916	20
C14orf39	2763	0.323561346363	18
C14orf43	8192	0.566284179688	13
C14orf45	3107	0.400386224654	12
C14orf49	3275	0.592671755725	17
C14orf55	3036	0.425230566535	2
C14orf64	1458	0.492455418381	3
C14orf79	1890	0.566666666667	5
C14orf80	2194	0.680036463081	12
C14orf93	3170	0.547634069401	9
C15orf17	3550	0.520845070423	5
C15orf2	8053	0.484167391034	1
C15orf23	2853	0.437784787943	10
C15orf24	1053	0.453941120608	5
C15orf26	1575	0.445079365079	7
C15orf27	2399	0.582742809504	11
C15orf29	2740	0.347080291971	10
C15orf32	1726	0.469872537659	3
C15orf33	1994	0.388665997994	16
C15orf34	2676	0.411808669656	1
C15orf37	2084	0.603166986564	1
C15orf38	2031	0.559822747415	6
C15orf38-AP3S2	6256	0.515345268542	10
C15orf39	4427	0.62570589564	3
C15orf40	3509	0.420062695925	10
C15orf41	4457	0.401166704061	14
C15orf42	6669	0.517618833408	22
C15orf43	1272	0.360849056604	7
C15orf44	4055	0.491245376079	19
C15orf48	1071	0.44070961718	6
C15orf5	1497	0.341349365397	1
C15orf50	1330	0.547368421053	5
C15orf52	5327	0.577060259058	11
C15orf53	2043	0.485070974058	2
C15orf54	3080	0.381493506494	2
C15orf55	3793	0.54679673082	7
C15orf56	2125	0.574588235294	2
C15orf57	2071	0.527281506519	6
C15orf58	1351	0.574389341229	4
C15orf59	1344	0.610119047619	2
C15orf60	925	0.497297297297	6
C15orf61	1297	0.448727833462	2
C15orf62	2490	0.5859437751	1
C15orf63	1333	0.483870967742	4
C16orf11	2217	0.708615245828	3
C16orf13	840	0.667857142857	6
C16orf3	994	0.556338028169	1
C16orf42	1204	0.667774086379	6
C16orf45	2342	0.528181041845	7
C16orf46	3159	0.501107945552	6
C16orf48	1538	0.663198959688	7
C16orf5	3080	0.587662337662	9
C16orf52	4442	0.37910850968	3
C16orf53	3825	0.559215686275	3
C16orf54	2596	0.558551617874	2
C16orf55	2190	0.579908675799	3
C16orf57	4840	0.530371900826	8
C16orf58	2762	0.604272266474	13
C16orf59	1628	0.640663390663	10
C16orf62	3894	0.48844375963	31
C16orf7	2749	0.648235722081	15
C16orf70	2841	0.506863780359	16
C16orf71	2706	0.618994826312	10
C16orf72	3979	0.439808997235	4
C16orf73	2372	0.431281618887	16
C16orf74	897	0.616499442586	4
C16orf78	971	0.514933058702	5
C16orf79	1031	0.654704170708	6
C16orf80	1291	0.496514329977	6
C16orf82	2269	0.552225650066	1
C16orf86	1269	0.649330181245	4
C16orf87	1383	0.342010122921	4
C16orf88	1950	0.487692307692	5
C16orf89	2264	0.58038869258	9
C16orf90	904	0.66482300885	3
C16orf91	1071	0.615312791783	5
C16orf92	1054	0.57779886148	5
C16orf93	1962	0.587155963303	10
C16orf95	1434	0.557182705718	8
C16orf96	3426	0.585814360771	16
C17orf100	1559	0.511866581142	1
C17orf101	4735	0.596832101373	11
C17orf102	3997	0.478608956718	2
C17orf103	4785	0.593521421108	3
C17orf104	4680	0.377991452991	8
C17orf105	827	0.42684401451	6
C17orf107	3082	0.625892277742	3
C17orf108	1481	0.525995948683	4
C17orf109	5282	0.596554335479	4
C17orf110	828	0.518115942029	2
C17orf28	3342	0.61789347696	19
C17orf39	4232	0.486531190926	6
C17orf47	2127	0.487541137753	2
C17orf48	1518	0.412384716733	4
C17orf49	1167	0.580976863753	7
C17orf50	1031	0.64694471387	3
C17orf51	7912	0.500631951466	2
C17orf53	2834	0.571630204658	11
C17orf56	2287	0.630520332313	12
C17orf57	4843	0.367127813339	26
C17orf58	1756	0.494874715262	4
C17orf59	1914	0.656739811912	1
C17orf61	481	0.559251559252	4
C17orf61-PLSCR3	2049	0.629087359688	10
C17orf62	3688	0.638828633406	12
C17orf63	4197	0.528710984036	4
C17orf64	960	0.538541666667	6
C17orf65	2245	0.592427616927	4
C17orf66	1969	0.507872016252	15
C17orf67	812	0.480295566502	4
C17orf69	6262	0.469338869371	9
C17orf70	3974	0.660543532964	10
C17orf72	3387	0.614112784175	8
C17orf74	1649	0.622195269861	3
C17orf75	4583	0.421121536112	10
C17orf76-AS1	3388	0.533648170012	20
C17orf77	2525	0.45900990099	3
C17orf78	1862	0.431256713212	7
C17orf79	937	0.562433297759	4
C17orf80	3816	0.4321278826	7
C17orf81	3137	0.547656997131	12
C17orf82	1530	0.708496732026	1
C17orf85	8184	0.459188660802	13
C17orf89	560	0.616071428571	3
C17orf90	620	0.637096774194	2
C17orf96	3229	0.641994425519	1
C17orf97	1839	0.57803153888	2
C17orf98	566	0.526501766784	3
C17orf99	1090	0.565137614679	5
C18orf1	10199	0.472595352486	9
C18orf21	1547	0.504201680672	7
C18orf25	5465	0.413540713632	5
C18orf26	2027	0.393685249137	3
C18orf32	1721	0.422428820453	4
C18orf34	3424	0.372663551402	23
C18orf42	2302	0.401824500434	2
C18orf54	5023	0.334461477205	8
C18orf56	844	0.554502369668	2
C18orf62	1369	0.445580715851	3
C18orf63	5065	0.360710760118	14
C18orf8	2171	0.480884385076	20
C19orf10	1051	0.588962892483	6
C19orf12	9218	0.493924929486	8
C19orf18	915	0.437158469945	6
C19orf21	2851	0.629603647843	5
C19orf24	895	0.686033519553	3
C19orf25	2257	0.646433318564	3
C19orf26	2564	0.696567862715	9
C19orf29	4461	0.639318538444	12
C19orf29-AS1	1913	0.655514898066	4
C19orf33	461	0.631236442516	4
C19orf35	2570	0.664980544747	4
C19orf38	1089	0.602387511478	7
C19orf40	1138	0.533391915641	5
C19orf42	1373	0.46103423161	5
C19orf43	910	0.618681318681	3
C19orf44	3346	0.564255827854	9
C19orf45	1679	0.631923764145	9
C19orf46	1541	0.625567813108	8
C19orf47	3671	0.626532280033	13
C19orf48	1811	0.621203754832	6
C19orf51	2979	0.616649882511	16
C19orf52	1396	0.614613180516	2
C19orf53	909	0.586358635864	3
C19orf54	2753	0.572829640392	6
C19orf55	2146	0.601118359739	12
C19orf57	2420	0.606198347107	8
C19orf59	1308	0.516819571865	7
C19orf6	2708	0.658050221566	11
C19orf60	1085	0.698617511521	6
C19orf63	2034	0.628318584071	8
C19orf66	2124	0.59604519774	8
C19orf69	946	0.496828752643	2
C19orf70	900	0.648888888889	4
C19orf71	671	0.66915052161	4
C19orf73	744	0.630376344086	1
C19orf75	1706	0.470691676436	6
C19orf76	2112	0.623579545455	2
C19orf77	908	0.568281938326	4
C19orf79	429	0.529137529138	5
C19orf80	872	0.627293577982	4
C19orf81	765	0.667973856209	5
C1D	1354	0.375184638109	7
C1GALT1	6208	0.354703608247	4
C1GALT1C1	1904	0.393382352941	3
C1QA	1098	0.610200364299	3
C1QB	1044	0.602490421456	3
C1QBP	1163	0.509028374893	6
C1QC	1281	0.60343481655	4
C1QL1	1500	0.713333333333	2
C1QL2	2049	0.684236212787	2
C1QL3	2493	0.564781387886	2
C1QL4	2065	0.665859564165	2
C1QTNF1	3030	0.609570957096	5
C1QTNF2	2397	0.535252398832	3
C1QTNF3	4051	0.405332016786	7
C1QTNF3-AMACR	3612	0.436046511628	9
C1QTNF4	1414	0.728429985856	2
C1QTNF5	3917	0.625478682665	15
C1QTNF6	4222	0.601847465656	5
C1QTNF7	4839	0.405042364125	5
C1QTNF8	3406	0.664709336465	5
C1QTNF9	1826	0.463307776561	4
C1QTNF9B	1002	0.540918163673	3
C1QTNF9B-AS1	971	0.557157569516	6
C1R	2266	0.539276257723	9
C1RL	3398	0.522660388464	6
C1S	2889	0.489442713742	13
C1orf100	579	0.454231433506	5
C1orf101	3194	0.383218534753	22
C1orf105	985	0.422335025381	7
C1orf106	4408	0.588021778584	11
C1orf109	2355	0.44033970276	5
C1orf110	1552	0.442010309278	4
C1orf111	1173	0.555839727195	3
C1orf112	3363	0.415105560511	24
C1orf114	1866	0.394426580922	6
C1orf115	2972	0.539367429341	2
C1orf116	5502	0.515267175573	4
C1orf122	1824	0.713815789474	4
C1orf123	1084	0.483394833948	8
C1orf124	5740	0.384320557491	6
C1orf126	6979	0.521564694082	5
C1orf127	2761	0.602318000724	13
C1orf129	3910	0.395907928389	24
C1orf130	3990	0.472431077694	4
C1orf131	1435	0.421602787456	7
C1orf133	800	0.49625	2
C1orf135	2061	0.46288209607	3
C1orf140	4492	0.389804096171	2
C1orf141	2143	0.319178721419	7
C1orf144	3634	0.545954870666	4
C1orf146	751	0.334221038615	6
C1orf150	2615	0.384703632887	5
C1orf151-NBL1	2210	0.617194570136	5
C1orf158	1019	0.511285574092	4
C1orf159	2104	0.670152091255	10
C1orf162	917	0.47546346783	6
C1orf168	3460	0.419653179191	20
C1orf170	3040	0.651973684211	5
C1orf172	1803	0.597337770383	4
C1orf173	7159	0.444894538343	15
C1orf174	1666	0.489195678271	4
C1orf177	1789	0.547792062605	11
C1orf180	2884	0.43758668516	3
C1orf182	750	0.468	4
C1orf185	911	0.352360043908	5
C1orf186	1665	0.49009009009	6
C1orf187	1773	0.617597292724	7
C1orf189	387	0.459948320413	4
C1orf192	774	0.476744186047	5
C1orf194	731	0.507523939808	5
C1orf198	4355	0.525373134328	8
C1orf200	1823	0.554580362041	2
C1orf201	3047	0.513948145717	11
C1orf204	2501	0.526989204318	6
C1orf21	10308	0.45411331005	6
C1orf210	1540	0.541558441558	4
C1orf212	6434	0.486322660864	5
C1orf213	3559	0.520651868502	4
C1orf216	2934	0.553169734151	2
C1orf220	2577	0.48467209934	3
C1orf226	5110	0.552054794521	5
C1orf227	504	0.406746031746	3
C1orf228	1685	0.547774480712	12
C1orf229	2258	0.64526129318	1
C1orf233	2089	0.702728578267	1
C1orf27	3896	0.375770020534	14
C1orf31	856	0.481308411215	4
C1orf35	1290	0.620930232558	8
C1orf38	2720	0.580514705882	6
C1orf43	1898	0.503161222339	7
C1orf49	1542	0.4682230869	12
C1orf50	1015	0.52118226601	5
C1orf51	1742	0.512629161883	5
C1orf52	3390	0.399115044248	4
C1orf53	683	0.553440702782	3
C1orf54	527	0.426944971537	6
C1orf55	4009	0.411823397356	7
C1orf56	2028	0.519723865878	2
C1orf61	879	0.514220705347	7
C1orf63	1465	0.498293515358	5
C1orf64	921	0.57328990228	2
C1orf65	2098	0.63298379409	1
C1orf68	908	0.555066079295	1
C1orf74	1561	0.504163997438	2
C1orf85	2125	0.588235294118	8
C1orf86	2741	0.631156512222	11
C1orf87	2028	0.459072978304	12
C1orf88	2346	0.435635123615	6
C1orf9	5976	0.408801874163	25
C1orf94	3153	0.568030447193	8
C1orf95	7705	0.55223880597	4
C1orf96	5121	0.393673110721	4
C1orf98	1417	0.403669724771	5
C2	20921	0.551694469672	133
C20orf11	4427	0.491529252315	5
C20orf111	2242	0.447814451383	4
C20orf112	6984	0.553121420389	12
C20orf118	2041	0.509064184223	7
C20orf123	2043	0.589329417523	3
C20orf132	3784	0.5	25
C20orf141	1051	0.608943862988	4
C20orf144	570	0.687719298246	2
C20orf151	2833	0.67066713731	14
C20orf152	1927	0.487285936689	12
C20orf160	2532	0.640995260664	9
C20orf166	1220	0.64262295082	4
C20orf166-AS1	2449	0.612903225806	7
C20orf173	2400	0.514583333333	12
C20orf194	6909	0.486466927196	37
C20orf195	1111	0.618361836184	2
C20orf196	1155	0.515151515152	3
C20orf197	2732	0.383601756955	4
C20orf20	1636	0.550122249389	5
C20orf201	868	0.741935483871	2
C20orf202	1604	0.486284289277	2
C20orf203	4793	0.550177341957	5
C20orf24	1383	0.517715112075	6
C20orf26	4824	0.469734660033	29
C20orf27	1376	0.640261627907	6
C20orf29	2374	0.614574557709	5
C20orf3	2221	0.529941467807	9
C20orf30	2267	0.501543890604	7
C20orf4	2647	0.548167737061	4
C20orf43	1649	0.517889630079	9
C20orf54	2695	0.587012987013	5
C20orf7	2458	0.408055329536	13
C20orf72	2127	0.435825105783	5
C20orf79	666	0.463963963964	1
C20orf85	757	0.537648612946	4
C20orf94	1407	0.457711442786	8
C20orf96	1796	0.522271714922	12
C21orf119	825	0.549090909091	1
C21orf128	2141	0.516581036899	2
C21orf15	1279	0.507427677873	6
C21orf2	2233	0.639050604568	7
C21orf33	1667	0.568086382723	7
C21orf37	1032	0.382751937984	5
C21orf49	1411	0.483345145287	5
C21orf54	595	0.49243697479	4
C21orf56	2316	0.664507772021	5
C21orf58	2968	0.603773584906	8
C21orf59	1926	0.549325025961	8
C21orf62	4121	0.430478039311	4
C21orf63	1933	0.570615623383	8
C21orf67	2348	0.592419080068	6
C21orf7	1995	0.421052631579	9
C21orf88	2192	0.504105839416	4
C21orf90	1045	0.568421052632	3
C21orf91	10045	0.326928820309	6
C21orf91-OT1	497	0.422535211268	4
C22orf13	3607	0.571943443305	6
C22orf15	864	0.586805555556	6
C22orf23	2040	0.53137254902	8
C22orf24	1247	0.529270248597	3
C22orf25	2271	0.577719066491	9
C22orf26	1836	0.600762527233	2
C22orf28	2066	0.497579864472	12
C22orf29	6635	0.540316503391	3
C22orf31	1070	0.482242990654	3
C22orf32	1571	0.493316359007	3
C22orf34	2533	0.575207264114	6
C22orf39	2785	0.503770197487	4
C22orf40	1492	0.567024128686	4
C22orf42	805	0.511801242236	9
C22orf43	1300	0.508461538462	12
C22orf45	3761	0.56793406009	11
C22orf46	4975	0.528040201005	2
C2CD2	6466	0.493659140118	15
C2CD2L	3344	0.622607655502	14
C2CD3	6282	0.476758993951	31
C2CD4A	3445	0.528882438316	2
C2CD4B	1576	0.67576142132	2
C2CD4C	3124	0.674135723431	2
C2CD4D	1713	0.693520140105	2
C2orf15	1408	0.447443181818	4
C2orf16	6201	0.467021448154	1
C2orf18	3912	0.533742331288	6
C2orf27A	1219	0.52091878589	4
C2orf27B	1325	0.614339622642	3
C2orf28	1632	0.580269607843	9
C2orf29	2518	0.491660047657	7
C2orf40	782	0.512787723785	4
C2orf42	2524	0.46236133122	10
C2orf43	2856	0.412464985994	7
C2orf44	3894	0.447868515665	4
C2orf47	1511	0.491727332892	6
C2orf48	728	0.585164835165	3
C2orf49	887	0.419391206313	4
C2orf50	1056	0.610795454545	4
C2orf51	796	0.550251256281	4
C2orf53	2063	0.604459524964	3
C2orf54	2631	0.602812618776	6
C2orf55	3869	0.63091238046	10
C2orf56	2271	0.42844561867	11
C2orf57	1420	0.603521126761	1
C2orf61	2439	0.505945059451	8
C2orf62	1323	0.607709750567	10
C2orf63	5418	0.358065706903	14
C2orf65	2543	0.517105780574	11
C2orf66	2256	0.370124113475	3
C2orf68	4265	0.472215709261	4
C2orf69	3728	0.379291845494	2
C2orf70	695	0.587050359712	4
C2orf71	7046	0.554782855521	2
C2orf72	3579	0.568594579491	3
C2orf73	1921	0.3695991671	5
C2orf74	976	0.399590163934	5
C2orf76	950	0.474736842105	7
C2orf77	2169	0.374827109267	9
C2orf78	3045	0.470935960591	3
C2orf80	1214	0.41021416804	9
C2orf81	2229	0.637954239569	4
C2orf82	465	0.729032258065	3
C2orf83	2087	0.429324389075	4
C2orf84	1774	0.502254791432	6
C2orf88	4627	0.405662416252	6
C2orf89	1705	0.566568914956	6
C2orf91	3721	0.480247245364	4
C3	5101	0.564399137424	41
C3AR1	1955	0.45831202046	2
C3P1	3763	0.537071485517	30
C3orf14	767	0.374185136897	5
C3orf15	4433	0.411685089104	18
C3orf17	4940	0.406680161943	10
C3orf18	3002	0.587941372418	8
C3orf19	2960	0.477027027027	11
C3orf20	3608	0.536862527716	19
C3orf22	947	0.590285110876	4
C3orf23	5471	0.404679217693	13
C3orf24	1662	0.522262334537	4
C3orf25	2154	0.560352831941	9
C3orf26	1299	0.461123941493	11
C3orf27	2697	0.55135335558	3
C3orf30	1814	0.458103638368	3
C3orf32	2249	0.555802578924	15
C3orf33	1931	0.414810978767	6
C3orf35	2666	0.438859714929	7
C3orf36	1667	0.553689262148	1
C3orf37	1858	0.541980624327	8
C3orf38	2630	0.392015209125	3
C3orf39	2538	0.600866824271	2
C3orf43	1810	0.419337016575	3
C3orf45	1434	0.574616457462	4
C3orf49	1289	0.430566330489	7
C3orf51	2255	0.464301552106	1
C3orf52	3863	0.442402278022	7
C3orf55	2755	0.365880217786	7
C3orf58	4593	0.441106030917	4
C3orf62	3590	0.476601671309	3
C3orf64	4138	0.398018366361	15
C3orf65	1964	0.476069246436	2
C3orf67	2551	0.428067424539	16
C3orf70	5901	0.45466870022	2
C3orf71	1598	0.614518147685	1
C3orf72	4075	0.50036809816	3
C3orf74	3019	0.575024842663	1
C3orf75	1349	0.544106745738	7
C3orf77	5334	0.39501312336	20
C3orf78	449	0.532293986637	2
C3orf79	580	0.387931034483	3
C3orf80	2578	0.506982156711	1
C4A	50094	0.583962151156	378
C4B	48843	0.583256556723	369
C4BPA	2243	0.432902362907	12
C4BPB	1553	0.463618802318	10
C4orf17	1636	0.421760391198	9
C4orf19	3794	0.458618871903	5
C4orf21	6740	0.379970326409	28
C4orf22	946	0.42600422833	7
C4orf26	1926	0.397196261682	3
C4orf27	1216	0.398848684211	8
C4orf29	2187	0.438042981253	11
C4orf3	3438	0.437754508435	4
C4orf32	2726	0.36170212766	2
C4orf33	1944	0.384259259259	7
C4orf34	1658	0.411338962606	5
C4orf36	908	0.550660792952	5
C4orf37	1654	0.40084643289	11
C4orf38	2179	0.629646626893	1
C4orf39	2174	0.397884084637	1
C4orf40	4797	0.352303523035	5
C4orf42	2930	0.52252559727	2
C4orf43	1918	0.372262773723	7
C4orf44	1670	0.602994011976	3
C4orf45	817	0.397796817625	5
C4orf46	3525	0.371063829787	2
C4orf47	974	0.401437371663	7
C4orf48	559	0.737030411449	5
C4orf49	1339	0.462285287528	4
C4orf51	845	0.450887573964	6
C4orf52	1014	0.453648915187	3
C4orf6	872	0.451834862385	3
C5	5464	0.399524158126	41
C5AR1	2341	0.511747116617	2
C5orf15	2281	0.38535729943	3
C5orf20	3135	0.53971291866	1
C5orf22	3612	0.387596899225	9
C5orf24	5141	0.366076638786	3
C5orf25	2058	0.488824101069	9
C5orf27	1916	0.485908141962	3
C5orf28	2761	0.348786671496	3
C5orf30	3010	0.393023255814	3
C5orf34	2533	0.391235688906	13
C5orf38	890	0.676404494382	4
C5orf39	1266	0.454976303318	1
C5orf4	2997	0.502836169503	9
C5orf41	9994	0.367220332199	11
C5orf42	11199	0.396463969997	52
C5orf43	2890	0.360553633218	3
C5orf44	4489	0.360436622856	15
C5orf45	1201	0.55620316403	7
C5orf46	542	0.479704797048	4
C5orf47	2522	0.373909595559	5
C5orf48	459	0.40522875817	3
C5orf49	2385	0.494339622642	3
C5orf51	5222	0.367100727691	6
C5orf52	697	0.538020086083	3
C5orf54	2807	0.396864980406	2
C5orf55	1616	0.563118811881	1
C5orf56	805	0.590062111801	4
C5orf58	510	0.362745098039	4
C5orf60	1195	0.543933054393	6
C5orf62	2334	0.523993144816	2
C5orf63	6324	0.402593295383	6
C5orf64	2970	0.399663299663	4
C5orf65	3251	0.699477083974	1
C6	3851	0.426382757725	19
C6orf1	1479	0.642325895876	7
C6orf10	13219	0.407670776912	119
C6orf106	4418	0.521050248981	5
C6orf108	1161	0.605512489233	5
C6orf115	845	0.401183431953	3
C6orf118	1839	0.477433387711	9
C6orf120	4146	0.422093584178	1
C6orf123	1650	0.484242424242	4
C6orf130	1174	0.434412265758	6
C6orf132	6742	0.593740729754	5
C6orf136	15708	0.612235803412	49
C6orf141	1696	0.561320754717	1
C6orf147	1444	0.477146814404	5
C6orf15	6816	0.581279342723	12
C6orf162	2434	0.357025472473	4
C6orf163	1304	0.398006134969	5
C6orf164	1558	0.467907573813	2
C6orf165	2215	0.405869074492	13
C6orf170	5132	0.369446609509	32
C6orf174	11818	0.439245219157	12
C6orf192	2425	0.425979381443	14
C6orf195	2070	0.504347826087	3
C6orf201	1651	0.525136281042	6
C6orf203	1589	0.495280050346	6
C6orf211	2572	0.374805598756	5
C6orf221	1022	0.566536203523	3
C6orf222	3735	0.525568942436	12
C6orf223	3750	0.592266666667	5
C6orf225	2671	0.423436915013	4
C6orf226	552	0.596014492754	1
C6orf228	4691	0.383926668088	2
C6orf25	31235	0.522650872419	56
C6orf47	17327	0.569688924799	7
C6orf48	4208	0.507366920152	25
C6orf52	881	0.482406356413	8
C6orf57	525	0.419047619048	3
C6orf58	1198	0.383973288815	6
C6orf62	2472	0.366909385113	5
C6orf7	750	0.462666666667	4
C6orf70	2078	0.441289701636	18
C6orf72	1109	0.429215509468	8
C6orf89	6751	0.483483928307	8
C6orf97	5283	0.414915767556	11
C6orf99	638	0.460815047022	3
C7	4013	0.447794667331	18
C7orf10	1789	0.460592509782	17
C7orf11	941	0.493092454835	2
C7orf13	2289	0.530362603757	1
C7orf23	1043	0.413231064238	4
C7orf25	3469	0.442490631306	3
C7orf26	1913	0.578672242551	6
C7orf29	2874	0.557063326374	1
C7orf31	3609	0.428096425603	10
C7orf33	1354	0.491137370753	3
C7orf34	768	0.55859375	2
C7orf41	5814	0.447884416925	3
C7orf42	4238	0.458706937235	7
C7orf43	2514	0.633253778839	11
C7orf44	857	0.457409568261	6
C7orf45	1156	0.407439446367	3
C7orf46	1472	0.40285326087	7
C7orf49	2882	0.580846634282	10
C7orf50	1392	0.64367816092	7
C7orf53	1806	0.410299003322	5
C7orf55	667	0.541229385307	2
C7orf57	2125	0.423529411765	9
C7orf58	5607	0.389691457107	24
C7orf59	612	0.606209150327	4
C7orf60	3942	0.367579908676	5
C7orf61	1004	0.553784860558	3
C7orf62	1019	0.39842983317	2
C7orf63	3947	0.386116037497	24
C7orf65	2911	0.54448643078	3
C7orf66	422	0.402843601896	2
C7orf69	663	0.42383107089	3
C7orf70	2214	0.490063233966	2
C7orf71	1991	0.470115519839	4
C7orf72	1404	0.43660968661	9
C7orf73	2498	0.379903923139	3
C8A	2392	0.464882943144	11
C8B	2037	0.480117820324	12
C8G	877	0.639680729761	7
C8ORFK29	977	0.631525076766	5
C8orf12	1222	0.484451718494	7
C8orf22	3808	0.332983193277	8
C8orf31	1875	0.5424	6
C8orf33	2617	0.504394344669	5
C8orf34	5530	0.392043399638	15
C8orf37	3373	0.384227690483	6
C8orf38	1804	0.442904656319	9
C8orf39	709	0.499294781382	1
C8orf4	1841	0.361216730038	1
C8orf40	2005	0.590024937656	7
C8orf42	5590	0.415384615385	6
C8orf44	1885	0.43925729443	3
C8orf44-SGK3	4563	0.379136532983	19
C8orf45	5857	0.380911729554	18
C8orf46	3465	0.43088023088	6
C8orf47	1550	0.486451612903	3
C8orf48	1446	0.422544951591	1
C8orf51	2013	0.560357675112	1
C8orf55	2264	0.660335689046	2
C8orf56	496	0.560483870968	2
C8orf58	2144	0.60447761194	8
C8orf59	1210	0.366115702479	7
C8orf69	519	0.543352601156	3
C8orf71	1875	0.539733333333	4
C8orf73	3250	0.683692307692	14
C8orf74	1036	0.599420849421	4
C8orf75	1398	0.485693848355	4
C8orf76	1342	0.449329359165	6
C8orf77	3236	0.486711990111	1
C8orf80	3887	0.485721636223	19
C8orf82	1932	0.712215320911	3
C8orf83	4223	0.368221643381	9
C8orf84	3798	0.421274354924	5
C8orf85	1786	0.48712206047	2
C8orf86	2250	0.477333333333	3
C8orf87	588	0.482993197279	3
C9	2692	0.395245170877	11
C9orf100	3763	0.526707414297	9
C9orf102	4647	0.390359371638	14
C9orf103	968	0.46694214876	5
C9orf106	843	0.603795966785	2
C9orf11	1036	0.381274131274	8
C9orf114	4286	0.590293980401	12
C9orf116	1112	0.537769784173	4
C9orf117	1722	0.578397212544	9
C9orf123	2486	0.392196299276	2
C9orf125	2089	0.547630445189	2
C9orf128	2946	0.504412763069	7
C9orf129	1154	0.59445407279	5
C9orf131	3673	0.54206370814	5
C9orf135	851	0.44535840188	6
C9orf139	3815	0.639580602883	3
C9orf142	812	0.661330049261	7
C9orf146	384	0.346354166667	3
C9orf152	2656	0.487198795181	2
C9orf153	409	0.376528117359	4
